description,label
a box on top of the tower,others
a flamingo drinking water from a pond,animal
A traveler standing by the window.,portrait
A curious teenager talking with friends.,portrait
A river echoes with the sound of birds.,landscape
A joyful soldier reading in a library.,portrait
A cheerful teenager painting on a canvas.,portrait
a camera under the statue,others
a bird perched on a branch,animal
A joyful man posing under the moon.,portrait
A cute woman smiling in the sun.,portrait
A happy woman standing under the stars.,portrait
The mountain is surrounded by wildflowers.,landscape
a eagle perched on a branch,animal
a chair beside the corridor,others
a balloon floating above the arch,others
a dog perched on a branch,animal
A elegant girl talking with friends.,portrait
a crocodile playing with another dog,animal
A joyful boy watching the sunset.,portrait
a paper floating above the wall,others
A lake is hidden behind the clouds.,landscape
A meadow is reflected in the clear water.,landscape
A waterfall stands tall against the sky.,landscape
A forest is bathed in morning light.,landscape
a porcupine swimming in the river,animal
A snowfield is painted in autumn colors.,landscape
a goat hiding in the bushes,animal
A cute child singing on the rooftop.,portrait
A snowfield whispers through the wind.,landscape
a mouse sleeping under a tree,animal
A innocent photographer laughing near the lake.,portrait
A charming photographer posing under the moon.,portrait
The countryside is peaceful and silent.,landscape
a table in the station,others
A joyful girl walking by the river.,portrait
a flamingo hiding in the bushes,animal
a beaver drinking water from a pond,animal
a cow drinking water from a pond,animal
a buffalo standing on the grass,animal
a table in the station,others
a sheep drinking water from a pond,animal
A cute boy walking by the river.,portrait
a drone on top of the shed,others
a turkey standing on the grass,animal
A lake echoes with the sound of birds.,landscape
a ball hidden behind the statue,others
A shy soldier climbing a tree.,portrait
The beach shimmers under the moonlight.,landscape
A student standing by the window.,portrait
A smart soldier smiling in the sun.,portrait
A canyon echoes with the sound of birds.,landscape
A student with a backpack on.,portrait
The countryside is hidden behind the clouds.,landscape
A smart doctor standing under the stars.,portrait
a zebra playing with another owl,animal
a group of cows in the wild,animal
An old man leaning on the fence.,portrait
A happy teacher dancing on the stage.,portrait
The ocean shimmers under the moonlight.,landscape
a mouse sleeping under a tree,animal
a ball under the wall,others
a lamp moving through the alley,others
A traveler smiling at the camera.,portrait
a chair moving through the hall,others
A smart child dancing on the stage.,portrait
a falcon drinking water from a pond,animal
The mountain shimmers under the moonlight.,landscape
A father smiling at the camera.,portrait
A joyful girl talking with friends.,portrait
a ladder leaning against the sign,others
a table moving through the alley,others
A desert is reflected in the clear water.,landscape
a leaf floating above the sign,others
A smiling woman wearing a red dress.,portrait
A graceful man smiling in the sun.,portrait
A cliff is hidden behind the clouds.,landscape
a table moving through the track,others
A painter under the street light.,portrait
A beautiful teenager standing under the stars.,portrait
The mountain is hidden behind the clouds.,landscape
The mountain is hidden behind the clouds.,landscape
a tram parked beside the shed,others
A curious kid walking by the river.,portrait
A lake is covered with mist.,landscape
A charming student laughing near the lake.,portrait
a lamp moving through the hall,others
a box beside the road,others
A waterfall is peaceful and silent.,landscape
A joyful kid reading in a library.,portrait
A beautiful student standing under the stars.,portrait
A happy photographer singing on the rooftop.,portrait
A charming man posing under the moon.,portrait
a ball moving through the path,others
a group of parrots in the wild,animal
A elegant boy smiling in the sun.,portrait
A beautiful child standing under the stars.,portrait
a bike moving through the track,others
a ball beside the tunnel,others
A tall man wearing a red dress.,portrait
a drone near the bridge,others
A adorable kid painting on a canvas.,portrait
The mountain shimmers under the moonlight.,landscape
a rat walking in the forest,animal
a lamp under the wall,others
A joyful photographer climbing a tree.,portrait
A waterfall is painted in autumn colors.,landscape
The beach is reflected in the clear water.,landscape
The beach stands tall against the sky.,landscape
A singer holding a cup of coffee.,portrait
a table moving through the tunnel,others
A snowfield is filled with ancient trees.,landscape
A beautiful teacher laughing near the lake.,portrait
a car hidden behind the shed,others
The jungle is filled with ancient trees.,landscape
a cow hiding in the bushes,animal
A curious boy laughing near the lake.,portrait
A student with a backpack on.,portrait
a table under the arch,others
A gentle girl watching the sunset.,portrait
a table near the shed,others
a flamingo standing on the grass,animal
The ocean is reflected in the clear water.,landscape
An old man reading a book.,portrait
A waterfall is covered with mist.,landscape
a squirrel drinking water from a pond,animal
A lake stands tall against the sky.,landscape
A valley stretches to the horizon.,landscape
a chair in the mall,others
A playful child reading in a library.,portrait
a cat playing with another cat,animal
A cliff is hidden behind the clouds.,landscape
A stylish woman watching the sunset.,portrait
The ocean is painted in autumn colors.,landscape
A smiling woman holding a cup of coffee.,portrait
A beautiful teacher dancing on the stage.,portrait
A mother sitting on a bench.,portrait
a ball moving through the track,others
a table moving through the alley,others
a penguin hiding in the bushes,animal
A dancer laughing with friends.,portrait
a group of lions in the wild,animal
a tiger swimming in the river,animal
a lizard standing on the grass,animal
A cliff is hidden behind the clouds.,landscape
a koala running across the field,animal
a shark drinking water from a pond,animal
a frog standing on the grass,animal
The mountain shimmers under the moonlight.,landscape
a bike near the bridge,others
A smart soldier walking by the river.,portrait
a drone hidden behind the wall,others
a motorcycle parked beside the wall,others
a shark sleeping under a tree,animal
a balloon floating above the statue,others
a bike under the statue,others
A traveler reading a book.,portrait
a mouse perched on a branch,animal
A smart student reading in a library.,portrait
A lake whispers through the wind.,landscape
a goose running across the field,animal
A gorgeous girl leaning on the fence.,portrait
